chunk,runtime_seconds,num_predicted_masks,num_ground_truth_masks,count_error,dice,semantic_iou,true_positives_iou001,false_positives_iou001,false_negatives_iou001,precision_iou001,recall_iou001,f1_iou001,mean_matched_iou_iou001,panoptic_quality_iou001,true_positives_iou05,false_positives_iou05,false_negatives_iou05,precision_iou05,recall_iou05,f1_iou05,mean_matched_iou_iou05,panoptic_quality_iou05
chunk_z5_y55_x5000_z000128_y000768_x000256,6.281996504985727,84,137,-53,0.41803664697319975,0.26425178950786843,44,40,93,0.5238095238095238,0.32116788321167883,0.3981900452488688,0.23984732267203793,0.09550481626759881,1,83,136,0.011904761904761904,0.0072992700729927005,0.00904977375565611,0.5735721200387222,0.005190697918902463
chunk_z5_y55_x5000_z000128_y000768_x000384,6.474587277043611,89,157,-68,0.6116154160253793,0.4405230532555088,68,21,89,0.7640449438202247,0.43312101910828027,0.5528455284552846,0.3744595322090221,0.2070182779692155,20,69,137,0.2247191011235955,0.12738853503184713,0.16260162601626016,0.5801319258151016,0.09433039444147995
chunk_z5_y55_x5000_z000128_y000768_x000512,6.434664309024811,81,147,-66,0.45197478110128414,0.29196861626248216,56,25,91,0.691358024691358,0.38095238095238093,0.49122807017543857,0.2746643171499644,0.13492282245963164,6,75,141,0.07407407407407407,0.04081632653061224,0.05263157894736842,0.5672920666262401,0.02985747719085474
chunk_z5_y55_x5000_z000128_y000768_x000640,6.476051604025997,92,116,-24,0.6416279590352006,0.4723506813195868,60,32,56,0.6521739130434783,0.5172413793103449,0.576923076923077,0.3765563179059435,0.21724402956112127,18,74,98,0.1956521739130435,0.15517241379310345,0.17307692307692307,0.5800386433339944,0.10039130365396055
chunk_z5_y55_x5000_z000128_y000768_x000768,6.406987045076676,87,152,-65,0.6455569710053168,0.4766217236058077,63,24,89,0.7241379310344828,0.4144736842105263,0.5271966527196652,0.3573970508519818,0.1884185289010448,15,72,137,0.1724137931034483,0.09868421052631579,0.12552301255230125,0.6040216920433762,0.07581862243222295
chunk_z5_y55_x5000_z000128_y000768_x000896,6.38457095506601,90,129,-39,0.6670123196929363,0.5003889604885808,54,36,75,0.6,0.4186046511627907,0.49315068493150693,0.3985135238797003,0.1965272172557426,19,71,110,0.2111111111111111,0.14728682170542637,0.17351598173515984,0.6113828761121365,0.10608469996466295
chunk_z5_y55_x5000_z000128_y000768_x001024,6.425969053991139,87,124,-37,0.7073539650908741,0.5472139673105498,62,25,62,0.7126436781609196,0.5,0.5876777251184834,0.4485606963286025,0.263609129595956,24,63,100,0.27586206896551724,0.1935483870967742,0.22748815165876776,0.6311477695989455,0.14357863952961794
chunk_z5_y55_x5000_z000128_y000768_x001152,6.533460951992311,76,118,-42,0.7340493978548341,0.5798404745106012,59,17,59,0.7763157894736842,0.5,0.6082474226804124,0.5034214688352489,0.3062048109410277,32,44,86,0.42105263157894735,0.2711864406779661,0.32989690721649484,0.6280249703257954,0.20718349536521086
chunk_z5_y55_x5000_z000128_y000896_x000000,6.370381738059223,40,173,-133,0.16349570344984,0.08902549466231235,27,13,146,0.675,0.15606936416184972,0.2535211267605634,0.13685525529685957,0.0346956985259644,1,39,172,0.025,0.005780346820809248,0.009389671361502348,0.6177777777777778,0.005800730307772561
chunk_z5_y55_x5000_z000128_y000896_x000128,6.432282808003947,65,198,-133,0.29139675571497403,0.17054676484411718,33,32,165,0.5076923076923077,0.16666666666666666,0.2509505703422053,0.23045248392201337,0.057832182277007156,2,63,196,0.03076923076923077,0.010101010101010102,0.015209125475285173,0.5512216376371142,0.008383599051515044
chunk_z5_y55_x5000_z000128_y000896_x000256,6.548394195036963,106,195,-89,0.5735203642180386,0.4020529629949107,69,37,126,0.6509433962264151,0.35384615384615387,0.4584717607973422,0.31441657937373807,0.144151122769355,15,91,180,0.14150943396226415,0.07692307692307693,0.09966777408637874,0.5809661874699974,0.05790360672458446
chunk_z5_y55_x5000_z000128_y000896_x000384,6.370410126983188,75,180,-105,0.5337586251790132,0.36403189430129107,59,16,121,0.7866666666666666,0.3277777777777778,0.4627450980392157,0.3244366434257827,0.1501314663695779,11,64,169,0.14666666666666667,0.06111111111111111,0.08627450980392157,0.5786462471982453,0.04992242132690744
chunk_z5_y55_x5000_z000128_y000896_x000512,6.452115486026742,93,166,-73,0.47673744665156226,0.3129712902109997,63,30,103,0.6774193548387096,0.3795180722891566,0.4864864864864865,0.28159461214156967,0.13699197347427713,9,84,157,0.0967741935483871,0.05421686746987952,0.0694980694980695,0.578190698610212,0.04018313735514987
chunk_z5_y55_x5000_z000128_y000896_x000640,6.41530585300643,90,173,-83,0.5422541617392886,0.37198127925117,65,25,108,0.7222222222222222,0.37572254335260113,0.49429657794676807,0.3286617264781231,0.16245636670021293,9,81,164,0.1,0.05202312138728324,0.06844106463878327,0.5749141419452237,0.03934773595062368
chunk_z5_y55_x5000_z000128_y000896_x000768,6.410507219028659,107,172,-65,0.60529117999092,0.4339910749162534,73,34,99,0.6822429906542056,0.42441860465116277,0.5232974910394265,0.38342391984720925,0.20064477526054678,24,83,148,0.22429906542056074,0.13953488372093023,0.17204301075268819,0.5875855728879188,0.10108999103448064
chunk_z5_y55_x5000_z000128_y000896_x000896,6.410827346029691,96,159,-63,0.6579648751213485,0.4902739599910565,76,20,83,0.7916666666666666,0.4779874213836478,0.596078431372549,0.4214764752715123,0.251233036240274,28,68,131,0.2916666666666667,0.1761006289308176,0.2196078431372549,0.6146551967300814,0.1349831020269983
chunk_z5_y55_x5000_z000128_y000896_x001024,6.528747726930305,80,159,-79,0.6470715664264052,0.47827479293730624,67,13,92,0.8375,0.42138364779874216,0.5606694560669456,0.38900802553252156,0.21810491808099533,24,56,135,0.3,0.1509433962264151,0.20083682008368198,0.6118232021041985,0.12287662636402313
chunk_z5_y55_x5000_z000128_y000896_x001152,6.467629595077597,89,143,-54,0.6847852045738959,0.5206641583985822,70,19,73,0.7865168539325843,0.48951048951048953,0.603448275862069,0.41205590763395245,0.24865442702048854,27,62,116,0.30337078651685395,0.1888111888111888,0.23275862068965517,0.645499270559291,0.15024551987155912
